,quality
5797,4
5798,5
5799,7
5800,5
5801,5
5802,6
5803,5
5804,5
5805,6
5806,6
5807,4
5808,7
5809,5
5810,7
5811,7
5812,7
5813,7
5814,7
5815,7
5816,7
5817,7
5818,7
5819,7
5820,7
5821,7
5822,7
5823,7
5824,6
5825,5
5826,6
5827,6
5828,7
5829,5
5830,6
5831,5
5832,5
5833,6
5834,6
5835,6
5836,7
5837,5
5838,6
5839,5
5840,6
5841,6
5842,7
5843,5
5844,7
5845,5
5846,5
5847,5
5848,7
5849,5
5850,6
5851,5
5852,6
5853,6
5854,5
5855,6
5856,7
5857,5
5858,5
5859,6
5860,5
5861,5
5862,6
5863,5
5864,5
5865,6
5866,7
5867,7
5868,6
5869,6
5870,7
5871,7
5872,7
5873,7
5874,5
5875,7
5876,7
5877,7
5878,7
5879,5
5880,7
5881,6
5882,5
5883,6
5884,6
5885,6
5886,7
5887,6
5888,6
5889,5
5890,6
5891,6
5892,5
5893,6
5894,7
5895,6
5896,6
5897,5
5898,6
5899,7
5900,7
5901,7
5902,5
5903,6
5904,6
5905,7
5906,7
5907,5
5908,7
5909,6
5910,5
5911,6
5912,6
5913,7
5914,6
5915,6
5916,6
5917,5
5918,6
5919,6
5920,5
5921,5
5922,5
5923,7
5924,6
5925,6
5926,7
5927,5
5928,7
5929,7
5930,6
5931,8
5932,6
5933,6
5934,6
5935,6
5936,7
5937,7
5938,7
5939,5
5940,7
5941,5
5942,6
5943,6
5944,5
5945,7
5946,6
5947,5
5948,5
5949,7
5950,6
5951,7
5952,6
5953,6
5954,6
5955,5
5956,7
5957,6
5958,7
5959,7
5960,8
5961,6
5962,6
5963,7
5964,6
5965,5
5966,6
5967,5
5968,7
5969,5
5970,6
5971,6
5972,6
5973,6
5974,6
5975,5
5976,6
5977,7
5978,5
5979,6
5980,6
5981,7
5982,6
5983,6
5984,6
5985,6
5986,6
5987,6
5988,6
5989,5
5990,8
5991,6
5992,6
5993,6
5994,4
5995,7
5996,6
5997,6
5998,5
5999,6
6000,6
6001,5
6002,7
6003,7
6004,7
6005,6
6006,6
6007,6
6008,5
6009,6
6010,6
6011,6
6012,6
6013,6
6014,5
6015,6
6016,6
6017,7
6018,6
6019,6
6020,7
6021,6
6022,5
6023,6
6024,6
6025,5
6026,7
6027,7
6028,6
6029,5
6030,7
6031,6
6032,7
6033,5
6034,5
6035,5
6036,5
6037,7
6038,6
6039,6
6040,6
6041,6
6042,6
6043,6
6044,6
6045,6
6046,4
6047,7
6048,5
6049,6
6050,6
6051,5
6052,6
6053,5
6054,5
6055,6
6056,5
6057,6
6058,5
6059,4
6060,6
6061,5
6062,7
6063,5
6064,6
6065,6
6066,6
6067,6
6068,6
6069,6
6070,6
6071,7
6072,8
6073,5
6074,7
6075,7
6076,7
6077,5
6078,7
6079,7
6080,6
6081,5
6082,6
6083,6
6084,6
6085,6
6086,6
6087,6
6088,6
6089,6
6090,6
6091,6
6092,6
6093,6
6094,6
6095,5
6096,5
6097,5
6098,7
6099,5
6100,6
6101,5
6102,5
6103,4
6104,6
6105,4
6106,6
6107,6
6108,4
6109,4
6110,5
6111,5
6112,6
6113,5
6114,6
6115,5
6116,5
6117,5
6118,6
6119,6
6120,6
6121,5
6122,5
6123,5
6124,5
6125,5
6126,5
6127,6
6128,6
6129,6
6130,5
6131,4
6132,5
6133,4
6134,6
6135,6
6136,6
6137,6
6138,6
6139,8
6140,6
6141,6
6142,5
6143,5
6144,6
6145,6
6146,4
6147,6
6148,6
6149,7
6150,6
6151,6
6152,6
6153,6
6154,5
6155,5
6156,6
6157,5
6158,5
6159,5
6160,5
6161,6
6162,6
6163,4
6164,6
6165,5
6166,5
6167,6
6168,6
6169,3
6170,6
6171,6
6172,6
6173,5
6174,5
6175,5
6176,5
6177,4
6178,5
6179,5
6180,5
6181,6
6182,5
6183,6
6184,6
6185,6
6186,6
6187,6
6188,6
6189,6
6190,5
6191,6
6192,5
6193,7
6194,6
6195,6
6196,6
6197,6
6198,5
6199,6
6200,6
6201,5
6202,6
6203,5
6204,5
6205,6
6206,5
6207,5
6208,5
6209,6
6210,6
6211,6
6212,6
6213,6
6214,5
6215,6
6216,5
6217,5
6218,5
6219,5
6220,5
6221,6
6222,5
6223,5
6224,5
6225,5
6226,5
6227,6
6228,5
6229,6
6230,5
6231,5
6232,6
6233,4
6234,6
6235,5
6236,5
6237,6
6238,6
6239,4
6240,5
6241,6
6242,5
6243,5
6244,3
6245,5
6246,5
6247,6
6248,6
6249,6
6250,6
6251,5
6252,5
6253,5
6254,5
6255,5
6256,5
6257,5
6258,5
6259,5
6260,6
6261,5
6262,5
6263,5
6264,5
6265,6
6266,5
6267,5
6268,7
6269,6
6270,5
6271,5
6272,6
6273,8
6274,6
6275,7
6276,6
6277,6
6278,7
6279,6
6280,6
6281,6
6282,6
6283,5
6284,5
6285,5
6286,5
6287,7
6288,5
6289,5
6290,5
6291,5
6292,6
6293,6
6294,6
6295,5
6296,5
6297,5
6298,5
6299,6
6300,6
6301,7
6302,6
6303,6
6304,5
6305,5
6306,5
6307,6
6308,7
6309,6
6310,5
6311,5
6312,6
6313,6
6314,5
6315,5
6316,5
6317,8
6318,7
6319,7
6320,7
6321,5
6322,6
6323,6
6324,6
6325,5
6326,5
6327,7
6328,6
6329,4
6330,6
6331,6
6332,5
6333,5
6334,7
6335,4
6336,7
6337,3
6338,5
6339,5
6340,6
6341,5
6342,5
6343,7
6344,5
6345,7
6346,3
6347,5
6348,4
6349,5
6350,4
6351,5
6352,4
6353,5
6354,5
6355,5
6356,5
6357,6
6358,6
6359,5
6360,5
6361,5
6362,7
6363,6
6364,5
6365,6
6366,6
6367,6
6368,5
6369,5
6370,5
6371,6
6372,6
6373,3
6374,6
6375,6
6376,6
6377,5
6378,6
6379,5
6380,6
6381,6
6382,6
6383,6
6384,5
6385,6
6386,5
6387,5
6388,6
6389,4
6390,5
6391,5
6392,6
6393,5
6394,6
6395,6
6396,6
6397,6
6398,6
6399,5
6400,7
6401,6
6402,6
6403,6
6404,5
6405,5
6406,6
6407,7
6408,6
6409,6
6410,7
6411,6
6412,5
6413,5
6414,5
6415,8
6416,5
6417,5
6418,6
6419,5
6420,6
6421,7
6422,5
6423,6
6424,5
6425,5
6426,5
6427,5
6428,5
6429,5
6430,5
6431,6
6432,6
6433,5
6434,5
6435,6
6436,6
6437,6
6438,5
6439,6
6440,6
6441,6
6442,6
6443,6
6444,6
6445,5
6446,6
6447,5
6448,5
6449,5
6450,7
6451,6
6452,6
6453,6
6454,5
6455,6
6456,6
6457,6
6458,6
6459,5
6460,6
6461,5
6462,6
